date,sku_id,stock_on_hand,stock_on_order
2026-05-27,SKU_REORDER,20,0
2026-05-27,SKU_CLEAR,150,0
2026-05-27,SKU_WATCH,60,40
2026-05-27,SKU_HEALTHY,50,0
2026-05-28,SKU_REORDER,20,0
2026-05-28,SKU_CLEAR,150,0
2026-05-28,SKU_WATCH,60,40
2026-05-28,SKU_HEALTHY,50,0
2026-05-29,SKU_REORDER,20,0
2026-05-29,SKU_CLEAR,150,0
2026-05-29,SKU_WATCH,60,40
2026-05-29,SKU_HEALTHY,50,0
2026-05-30,SKU_REORDER,20,0
2026-05-30,SKU_CLEAR,150,0
2026-05-30,SKU_WATCH,60,40
2026-05-30,SKU_HEALTHY,50,0
2026-05-31,SKU_REORDER,20,0
2026-05-31,SKU_CLEAR,150,0
2026-05-31,SKU_WATCH,60,40
2026-05-31,SKU_HEALTHY,50,0
2026-06-01,SKU_REORDER,20,0
2026-06-01,SKU_CLEAR,150,0
2026-06-01,SKU_WATCH,60,40
2026-06-01,SKU_HEALTHY,50,0
2026-06-02,SKU_REORDER,20,0
2026-06-02,SKU_CLEAR,150,0
2026-06-02,SKU_WATCH,60,40
2026-06-02,SKU_HEALTHY,50,0
2026-06-03,SKU_REORDER,20,0
2026-06-03,SKU_CLEAR,150,0
2026-06-03,SKU_WATCH,60,40
2026-06-03,SKU_HEALTHY,50,0
2026-06-04,SKU_REORDER,20,0
2026-06-04,SKU_CLEAR,150,0
2026-06-04,SKU_WATCH,60,40
2026-06-04,SKU_HEALTHY,50,0
2026-06-05,SKU_REORDER,20,0
2026-06-05,SKU_CLEAR,150,0
2026-06-05,SKU_WATCH,60,40
2026-06-05,SKU_HEALTHY,50,0
2026-06-06,SKU_REORDER,20,0
2026-06-06,SKU_CLEAR,150,0
2026-06-06,SKU_WATCH,60,40
2026-06-06,SKU_HEALTHY,50,0
2026-06-07,SKU_REORDER,20,0
2026-06-07,SKU_CLEAR,150,0
2026-06-07,SKU_WATCH,60,40
2026-06-07,SKU_HEALTHY,50,0
2026-06-08,SKU_REORDER,20,0
2026-06-08,SKU_CLEAR,150,0
2026-06-08,SKU_WATCH,60,40
2026-06-08,SKU_HEALTHY,50,0
2026-06-09,SKU_REORDER,20,0
2026-06-09,SKU_CLEAR,150,0
2026-06-09,SKU_WATCH,60,40
2026-06-09,SKU_HEALTHY,50,0
2026-06-10,SKU_REORDER,20,0
2026-06-10,SKU_CLEAR,150,0
2026-06-10,SKU_WATCH,60,40
2026-06-10,SKU_HEALTHY,50,0
2026-06-11,SKU_REORDER,20,0
2026-06-11,SKU_CLEAR,150,0
2026-06-11,SKU_WATCH,60,40
2026-06-11,SKU_HEALTHY,50,0
2026-06-12,SKU_REORDER,20,0
2026-06-12,SKU_CLEAR,150,0
2026-06-12,SKU_WATCH,60,40
2026-06-12,SKU_HEALTHY,50,0
2026-06-13,SKU_REORDER,20,0
2026-06-13,SKU_CLEAR,150,0
2026-06-13,SKU_WATCH,60,40
2026-06-13,SKU_HEALTHY,50,0
2026-06-14,SKU_REORDER,20,0
2026-06-14,SKU_CLEAR,150,0
2026-06-14,SKU_WATCH,60,40
2026-06-14,SKU_HEALTHY,50,0
2026-06-15,SKU_REORDER,20,0
2026-06-15,SKU_CLEAR,150,0
2026-06-15,SKU_WATCH,60,40
2026-06-15,SKU_HEALTHY,50,0
2026-06-16,SKU_REORDER,20,0
2026-06-16,SKU_CLEAR,150,0
2026-06-16,SKU_WATCH,60,40
2026-06-16,SKU_HEALTHY,50,0
2026-06-17,SKU_REORDER,20,0
2026-06-17,SKU_CLEAR,150,0
2026-06-17,SKU_WATCH,60,40
2026-06-17,SKU_HEALTHY,50,0
2026-06-18,SKU_REORDER,20,0
2026-06-18,SKU_CLEAR,150,0
2026-06-18,SKU_WATCH,60,40
2026-06-18,SKU_HEALTHY,50,0
2026-06-19,SKU_REORDER,20,0
2026-06-19,SKU_CLEAR,150,0
2026-06-19,SKU_WATCH,60,40
2026-06-19,SKU_HEALTHY,50,0
2026-06-20,SKU_REORDER,20,0
2026-06-20,SKU_CLEAR,150,0
2026-06-20,SKU_WATCH,60,40
2026-06-20,SKU_HEALTHY,50,0
2026-06-21,SKU_REORDER,20,0
2026-06-21,SKU_CLEAR,150,0
2026-06-21,SKU_WATCH,60,40
2026-06-21,SKU_HEALTHY,50,0
2026-06-22,SKU_REORDER,20,0
2026-06-22,SKU_CLEAR,150,0
2026-06-22,SKU_WATCH,60,40
2026-06-22,SKU_HEALTHY,50,0
2026-06-23,SKU_REORDER,20,0
2026-06-23,SKU_CLEAR,150,0
2026-06-23,SKU_WATCH,60,40
2026-06-23,SKU_HEALTHY,50,0
2026-06-24,SKU_REORDER,20,0
2026-06-24,SKU_CLEAR,150,0
2026-06-24,SKU_WATCH,60,40
2026-06-24,SKU_HEALTHY,50,0
2026-06-25,SKU_REORDER,20,0
2026-06-25,SKU_CLEAR,150,0
2026-06-25,SKU_WATCH,60,40
2026-06-25,SKU_HEALTHY,50,0
2026-06-26,SKU_REORDER,20,0
2026-06-26,SKU_CLEAR,150,0
2026-06-26,SKU_WATCH,60,40
2026-06-26,SKU_HEALTHY,50,0
2026-06-27,SKU_REORDER,20,0
2026-06-27,SKU_CLEAR,150,0
2026-06-27,SKU_WATCH,60,40
2026-06-27,SKU_HEALTHY,50,0
2026-06-28,SKU_REORDER,20,0
2026-06-28,SKU_CLEAR,150,0
2026-06-28,SKU_WATCH,60,40
2026-06-28,SKU_HEALTHY,50,0
2026-06-29,SKU_REORDER,20,0
2026-06-29,SKU_CLEAR,150,0
2026-06-29,SKU_WATCH,60,40
2026-06-29,SKU_HEALTHY,50,0
2026-06-30,SKU_REORDER,20,0
2026-06-30,SKU_CLEAR,150,0
2026-06-30,SKU_WATCH,60,40
2026-06-30,SKU_HEALTHY,50,0
2026-07-01,SKU_REORDER,20,0
2026-07-01,SKU_CLEAR,150,0
2026-07-01,SKU_WATCH,60,40
2026-07-01,SKU_HEALTHY,50,0
2026-07-02,SKU_REORDER,20,0
2026-07-02,SKU_CLEAR,150,0
2026-07-02,SKU_WATCH,60,40
2026-07-02,SKU_HEALTHY,50,0
2026-07-03,SKU_REORDER,20,0
2026-07-03,SKU_CLEAR,150,0
2026-07-03,SKU_WATCH,60,40
2026-07-03,SKU_HEALTHY,50,0
2026-07-04,SKU_REORDER,20,0
2026-07-04,SKU_CLEAR,150,0
2026-07-04,SKU_WATCH,60,40
2026-07-04,SKU_HEALTHY,50,0
2026-07-05,SKU_REORDER,20,0
2026-07-05,SKU_CLEAR,150,0
2026-07-05,SKU_WATCH,60,40
2026-07-05,SKU_HEALTHY,50,0
2026-07-06,SKU_REORDER,20,0
2026-07-06,SKU_CLEAR,150,0
2026-07-06,SKU_WATCH,60,40
2026-07-06,SKU_HEALTHY,50,0
2026-07-07,SKU_REORDER,20,0
2026-07-07,SKU_CLEAR,150,0
2026-07-07,SKU_WATCH,60,40
2026-07-07,SKU_HEALTHY,50,0
2026-07-08,SKU_REORDER,20,0
2026-07-08,SKU_CLEAR,150,0
2026-07-08,SKU_WATCH,60,40
2026-07-08,SKU_HEALTHY,50,0
2026-07-09,SKU_REORDER,20,0
2026-07-09,SKU_CLEAR,150,0
2026-07-09,SKU_WATCH,60,40
2026-07-09,SKU_HEALTHY,50,0
2026-07-10,SKU_REORDER,20,0
2026-07-10,SKU_CLEAR,150,0
2026-07-10,SKU_WATCH,60,40
2026-07-10,SKU_HEALTHY,50,0
2026-07-11,SKU_REORDER,20,0
2026-07-11,SKU_CLEAR,150,0
2026-07-11,SKU_WATCH,60,40
2026-07-11,SKU_HEALTHY,50,0
2026-07-12,SKU_REORDER,20,0
2026-07-12,SKU_CLEAR,150,0
2026-07-12,SKU_WATCH,60,40
2026-07-12,SKU_HEALTHY,50,0
2026-07-13,SKU_REORDER,20,0
2026-07-13,SKU_CLEAR,150,0
2026-07-13,SKU_WATCH,60,40
2026-07-13,SKU_HEALTHY,50,0
2026-07-14,SKU_REORDER,20,0
2026-07-14,SKU_CLEAR,150,0
2026-07-14,SKU_WATCH,60,40
2026-07-14,SKU_HEALTHY,50,0
2026-07-15,SKU_REORDER,20,0
2026-07-15,SKU_CLEAR,150,0
2026-07-15,SKU_WATCH,60,40
2026-07-15,SKU_HEALTHY,50,0
2026-07-16,SKU_REORDER,20,0
2026-07-16,SKU_CLEAR,150,0
2026-07-16,SKU_WATCH,60,40
2026-07-16,SKU_HEALTHY,50,0
2026-07-17,SKU_REORDER,20,0
2026-07-17,SKU_CLEAR,150,0
2026-07-17,SKU_WATCH,60,40
2026-07-17,SKU_HEALTHY,50,0
2026-07-18,SKU_REORDER,20,0
2026-07-18,SKU_CLEAR,150,0
2026-07-18,SKU_WATCH,60,40
2026-07-18,SKU_HEALTHY,50,0
2026-07-19,SKU_REORDER,20,0
2026-07-19,SKU_CLEAR,150,0
2026-07-19,SKU_WATCH,60,40
2026-07-19,SKU_HEALTHY,50,0
2026-07-20,SKU_REORDER,20,0
2026-07-20,SKU_CLEAR,150,0
2026-07-20,SKU_WATCH,60,40
2026-07-20,SKU_HEALTHY,50,0
2026-07-21,SKU_REORDER,20,0
2026-07-21,SKU_CLEAR,150,0
2026-07-21,SKU_WATCH,60,40
2026-07-21,SKU_HEALTHY,50,0
2026-07-22,SKU_REORDER,20,0
2026-07-22,SKU_CLEAR,150,0
2026-07-22,SKU_WATCH,60,40
2026-07-22,SKU_HEALTHY,50,0
2026-07-23,SKU_REORDER,20,0
2026-07-23,SKU_CLEAR,150,0
2026-07-23,SKU_WATCH,60,40
2026-07-23,SKU_HEALTHY,50,0
2026-07-24,SKU_REORDER,20,0
2026-07-24,SKU_CLEAR,150,0
2026-07-24,SKU_WATCH,60,40
2026-07-24,SKU_HEALTHY,50,0
2026-07-25,SKU_REORDER,20,0
2026-07-25,SKU_CLEAR,150,0
2026-07-25,SKU_WATCH,60,40
2026-07-25,SKU_HEALTHY,50,0
2026-07-26,SKU_REORDER,20,0
2026-07-26,SKU_CLEAR,150,0
2026-07-26,SKU_WATCH,60,40
2026-07-26,SKU_HEALTHY,50,0
2026-07-27,SKU_REORDER,20,0
2026-07-27,SKU_CLEAR,150,0
2026-07-27,SKU_WATCH,60,40
2026-07-27,SKU_HEALTHY,50,0
2026-07-28,SKU_REORDER,20,0
2026-07-28,SKU_CLEAR,150,0
2026-07-28,SKU_WATCH,60,40
2026-07-28,SKU_HEALTHY,50,0
2026-07-29,SKU_REORDER,20,0
2026-07-29,SKU_CLEAR,150,0
2026-07-29,SKU_WATCH,60,40
2026-07-29,SKU_HEALTHY,50,0
2026-07-30,SKU_REORDER,20,0
2026-07-30,SKU_CLEAR,150,0
2026-07-30,SKU_WATCH,60,40
2026-07-30,SKU_HEALTHY,50,0
2026-07-31,SKU_REORDER,20,0
2026-07-31,SKU_CLEAR,150,0
2026-07-31,SKU_WATCH,60,40
2026-07-31,SKU_HEALTHY,50,0
2026-08-01,SKU_REORDER,20,0
2026-08-01,SKU_CLEAR,150,0
2026-08-01,SKU_WATCH,60,40
2026-08-01,SKU_HEALTHY,50,0
2026-08-02,SKU_REORDER,20,0
2026-08-02,SKU_CLEAR,150,0
2026-08-02,SKU_WATCH,60,40
2026-08-02,SKU_HEALTHY,50,0
2026-08-03,SKU_REORDER,20,0
2026-08-03,SKU_CLEAR,150,0
2026-08-03,SKU_WATCH,60,40
2026-08-03,SKU_HEALTHY,50,0
2026-08-04,SKU_REORDER,20,0
2026-08-04,SKU_CLEAR,150,0
2026-08-04,SKU_WATCH,60,40
2026-08-04,SKU_HEALTHY,50,0
2026-08-05,SKU_REORDER,20,0
2026-08-05,SKU_CLEAR,150,0
2026-08-05,SKU_WATCH,60,40
2026-08-05,SKU_HEALTHY,50,0
2026-08-06,SKU_REORDER,20,0
2026-08-06,SKU_CLEAR,150,0
2026-08-06,SKU_WATCH,60,40
2026-08-06,SKU_HEALTHY,50,0
2026-08-07,SKU_REORDER,20,0
2026-08-07,SKU_CLEAR,150,0
2026-08-07,SKU_WATCH,60,40
2026-08-07,SKU_HEALTHY,50,0
2026-08-08,SKU_REORDER,20,0
2026-08-08,SKU_CLEAR,150,0
2026-08-08,SKU_WATCH,60,40
2026-08-08,SKU_HEALTHY,50,0
2026-08-09,SKU_REORDER,20,0
2026-08-09,SKU_CLEAR,150,0
2026-08-09,SKU_WATCH,60,40
2026-08-09,SKU_HEALTHY,50,0
2026-08-10,SKU_REORDER,20,0
2026-08-10,SKU_CLEAR,150,0
2026-08-10,SKU_WATCH,60,40
2026-08-10,SKU_HEALTHY,50,0
2026-08-11,SKU_REORDER,20,0
2026-08-11,SKU_CLEAR,150,0
2026-08-11,SKU_WATCH,60,40
2026-08-11,SKU_HEALTHY,50,0
2026-08-12,SKU_REORDER,20,0
2026-08-12,SKU_CLEAR,150,0
2026-08-12,SKU_WATCH,60,40
2026-08-12,SKU_HEALTHY,50,0
2026-08-13,SKU_REORDER,20,0
2026-08-13,SKU_CLEAR,150,0
2026-08-13,SKU_WATCH,60,40
2026-08-13,SKU_HEALTHY,50,0
2026-08-14,SKU_REORDER,20,0
2026-08-14,SKU_CLEAR,150,0
2026-08-14,SKU_WATCH,60,40
2026-08-14,SKU_HEALTHY,50,0
2026-08-15,SKU_REORDER,20,0
2026-08-15,SKU_CLEAR,150,0
2026-08-15,SKU_WATCH,60,40
2026-08-15,SKU_HEALTHY,50,0
2026-08-16,SKU_REORDER,20,0
2026-08-16,SKU_CLEAR,150,0
2026-08-16,SKU_WATCH,60,40
2026-08-16,SKU_HEALTHY,50,0
2026-08-17,SKU_REORDER,20,0
2026-08-17,SKU_CLEAR,150,0
2026-08-17,SKU_WATCH,60,40
2026-08-17,SKU_HEALTHY,50,0
2026-08-18,SKU_REORDER,20,0
2026-08-18,SKU_CLEAR,150,0
2026-08-18,SKU_WATCH,60,40
2026-08-18,SKU_HEALTHY,50,0
2026-08-19,SKU_REORDER,20,0
2026-08-19,SKU_CLEAR,150,0
2026-08-19,SKU_WATCH,60,40
2026-08-19,SKU_HEALTHY,50,0
2026-08-20,SKU_REORDER,20,0
2026-08-20,SKU_CLEAR,150,0
2026-08-20,SKU_WATCH,60,40
2026-08-20,SKU_HEALTHY,50,0
2026-08-21,SKU_REORDER,20,0
2026-08-21,SKU_CLEAR,150,0
2026-08-21,SKU_WATCH,60,40
2026-08-21,SKU_HEALTHY,50,0
2026-08-22,SKU_REORDER,20,0
2026-08-22,SKU_CLEAR,150,0
2026-08-22,SKU_WATCH,60,40
2026-08-22,SKU_HEALTHY,50,0
2026-08-23,SKU_REORDER,20,0
2026-08-23,SKU_CLEAR,150,0
2026-08-23,SKU_WATCH,60,40
2026-08-23,SKU_HEALTHY,50,0
2026-08-24,SKU_REORDER,20,0
2026-08-24,SKU_CLEAR,150,0
2026-08-24,SKU_WATCH,60,40
2026-08-24,SKU_HEALTHY,50,0
2026-08-25,SKU_REORDER,20,0
2026-08-25,SKU_CLEAR,150,0
2026-08-25,SKU_WATCH,60,40
2026-08-25,SKU_HEALTHY,50,0
2026-08-26,SKU_REORDER,20,0
2026-08-26,SKU_CLEAR,150,0
2026-08-26,SKU_WATCH,60,40
2026-08-26,SKU_HEALTHY,50,0
2026-08-27,SKU_REORDER,20,0
2026-08-27,SKU_CLEAR,150,0
2026-08-27,SKU_WATCH,60,40
2026-08-27,SKU_HEALTHY,50,0
